Machine_ID,Temperature,Pressure,Vibration,Humidity,Power_Consumption,Failure
5,82.77,122.65,2.29,65.16,234.26,0
4,67.68,87.9,3.95,39.2,245.18,0
34,82.88,144.65,5.29,43.65,385.92,1
44,106.74,157.18,9.0,70.76,352.06,1
45,57.51,128.12,3.96,37.11,241.1,0
33,112.96,165.27,6.16,62.0,266.53,1
24,86.15,125.65,6.32,21.06,384.11,1
2,97.22,119.69,5.07,32.39,300.6,1
44,87.14,103.43,5.37,49.36,239.6,0
25,103.91,142.55,8.74,54.21,362.0,1
7,100.18,148.06,8.23,57.31,339.12,1
13,84.52,175.8,9.27,42.83,319.03,1
41,103.65,144.59,7.41,76.61,374.12,1
24,80.85,147.1,2.5,48.87,270.33,0
21,91.71,102.98,3.44,71.31,257.75,0
8,40.19,115.59,3.33,72.2,213.84,0
41,100.71,153.28,7.39,52.84,344.38,1
49,95.61,98.98,2.76,31.49,249.86,0
23,102.18,168.81,7.26,37.69,346.88,1
32,91.02,137.26,3.77,59.29,255.18,0
12,81.07,124.97,3.11,21.87,242.02,0
38,68.78,127.0,2.86,54.75,199.68,0
44,66.24,102.82,3.54,43.01,276.07,0
17,89.66,139.73,6.64,59.87,324.74,1
31,87.22,136.03,3.42,77.88,215.4,0
17,89.9,157.86,3.42,41.77,343.65,1
49,71.31,114.34,3.83,58.69,258.06,0
41,115.56,169.49,6.52,31.19,441.85,1
15,88.99,136.56,5.1,52.83,351.53,1
28,91.28,141.78,8.49,73.79,277.57,1
4,85.2,137.58,6.99,54.71,373.42,1
9,79.15,122.27,2.59,47.65,225.87,0
22,109.56,132.45,5.05,23.72,229.32,1
35,67.55,142.36,5.01,56.83,246.93,0
29,83.9,121.79,4.69,41.56,280.36,0
36,103.84,129.08,5.75,72.97,345.99,1
22,89.67,147.39,4.05,40.16,386.23,1
25,69.68,127.61,2.67,52.13,276.78,0
37,99.72,122.04,2.59,35.94,251.38,0
36,85.65,104.07,3.26,51.65,251.36,0
7,93.07,177.43,6.4,23.94,296.76,1
28,93.47,99.69,2.69,25.15,181.13,0
11,107.69,152.98,7.8,46.95,376.27,1
6,112.97,160.08,4.04,25.57,302.5,1
3,97.15,138.36,5.01,47.8,383.96,1
6,103.34,139.26,7.14,74.38,355.59,1
29,70.64,122.94,5.02,22.44,284.55,0
49,84.55,106.63,3.19,28.45,241.92,0
29,99.58,140.19,5.09,62.37,318.49,1
5,77.25,117.75,4.32,79.5,282.25,0
30,74.69,101.79,4.83,68.35,230.04,0
19,79.77,133.33,8.46,29.99,449.73,1
42,92.38,153.47,4.98,41.35,333.07,1
31,95.31,161.36,5.89,24.03,306.13,1
25,90.32,175.04,7.98,62.03,255.39,1
45,75.87,107.3,3.04,75.33,230.15,0
14,95.29,140.96,7.25,75.84,407.2,1
10,67.71,127.02,3.84,69.17,344.86,0
14,105.5,142.55,6.68,72.74,359.93,1
22,89.33,114.62,2.91,59.57,201.23,0
23,110.73,127.53,5.72,58.04,297.12,1
27,67.04,133.45,2.57,36.83,246.44,0
35,115.41,145.36,8.24,22.73,302.9,1
17,92.1,145.43,6.56,72.75,243.78,1
17,73.12,122.94,-0.22,56.19,218.57,0
24,79.24,108.12,3.44,66.09,296.48,0
28,92.6,133.95,6.61,65.79,287.85,1
30,67.28,132.76,3.66,49.6,243.33,0
28,93.61,111.67,5.13,44.27,254.05,0
1,111.87,159.77,6.5,62.21,322.97,1
16,109.16,163.66,7.72,32.24,373.94,1
33,74.03,109.52,4.69,44.18,205.54,0
18,97.11,165.32,7.88,48.76,311.35,1
11,86.88,161.33,6.0,53.09,381.82,1
50,104.37,121.84,8.6,39.39,208.31,1
35,72.89,156.31,5.43,26.97,380.73,1
30,54.32,141.59,3.19,44.87,302.24,0
27,104.33,164.7,6.75,76.95,215.77,1
25,82.51,115.81,5.93,39.6,232.22,0
43,75.94,128.79,6.16,22.66,316.42,1
34,99.15,136.32,3.51,45.25,275.87,0
3,101.53,134.97,7.09,65.3,372.85,1
8,86.91,156.38,6.5,41.67,403.56,1
19,87.25,132.7,2.48,72.77,170.64,0
26,78.14,95.18,4.79,76.71,223.32,0
6,108.67,140.33,5.07,61.44,365.92,1
22,86.42,150.64,7.72,74.19,332.06,1
3,71.96,128.06,5.01,32.31,213.7,0
30,111.06,185.25,7.61,65.18,310.65,1
35,82.65,130.68,7.05,54.25,353.0,1
38,98.46,167.29,6.29,44.6,385.16,1
48,116.96,157.03,5.81,38.85,370.15,1
19,63.69,80.04,3.29,72.25,206.52,0
42,86.31,140.75,7.72,54.07,346.62,1
29,76.9,124.0,3.65,44.95,238.5,0
48,83.08,149.59,8.58,56.87,325.91,1
11,87.03,99.63,3.53,58.87,275.14,0
20,69.32,110.14,3.03,67.34,278.3,0
13,100.47,140.91,4.37,27.26,346.78,1
9,72.99,125.42,2.12,55.11,261.19,0
15,107.81,174.98,7.34,47.55,366.44,1
32,116.67,136.83,6.58,36.44,351.21,1
30,107.06,176.48,7.36,72.13,368.35,1
29,77.8,111.78,3.73,54.1,272.48,0
10,72.75,112.11,4.62,67.68,290.4,0
22,122.96,171.58,8.35,73.87,342.29,1
2,78.35,125.08,3.66,30.71,213.03,0
41,87.49,148.38,8.98,67.47,317.49,1
2,111.36,137.71,5.59,59.37,392.56,1
7,84.45,125.88,1.34,60.16,271.85,0
22,101.63,155.03,8.18,47.47,323.26,1
39,81.91,149.37,4.7,21.39,321.1,1
37,50.9,98.09,2.78,70.36,295.36,0
35,96.75,137.62,4.04,52.26,296.94,1
23,106.88,167.64,6.08,45.07,350.4,1
22,112.45,147.55,4.39,23.42,368.14,1
27,83.34,160.52,6.83,26.63,232.94,1
28,100.83,127.99,6.04,47.34,318.91,1
25,95.01,149.35,4.21,51.37,338.76,1
28,85.27,134.04,5.31,23.43,290.57,0
43,79.01,110.2,3.68,77.54,348.44,0
42,91.5,145.22,7.93,22.14,382.45,1
34,70.55,122.47,2.77,35.75,186.45,0
28,100.69,161.45,7.81,57.02,336.42,1
35,63.68,121.16,0.02,64.21,312.66,0
19,109.5,144.81,7.28,71.03,385.16,1
29,70.94,105.4,5.31,75.89,312.03,0
35,58.5,150.43,3.8,41.59,251.62,0
26,71.3,121.59,3.17,44.72,239.27,0
6,97.59,154.5,6.42,56.65,408.72,1
2,92.51,134.67,6.38,65.7,361.63,1
49,73.4,138.8,3.48,51.79,242.18,0
28,86.16,125.04,4.74,46.8,158.24,0
18,86.45,121.66,4.74,73.52,293.9,0
16,103.69,135.0,7.33,58.38,317.28,1
38,72.63,147.1,2.09,48.84,270.11,0
17,115.6,157.58,6.53,49.65,254.48,1
19,82.34,143.03,3.01,60.16,306.29,0
37,95.1,112.2,4.0,44.9,291.5,0
39,66.27,138.13,4.7,35.21,214.18,0
49,77.12,128.93,2.35,39.0,301.97,0
7,80.83,142.89,7.06,32.13,320.18,1
47,104.56,166.17,4.49,62.91,289.02,1
37,58.15,115.31,5.14,39.47,237.92,0
47,75.17,137.74,3.5,75.3,302.97,0
34,90.62,111.57,3.08,43.33,218.29,0
37,69.74,112.61,4.54,32.92,311.8,0
24,110.47,148.43,4.86,54.43,351.5,1
50,77.74,184.98,7.75,26.53,292.61,1
39,73.6,133.86,4.12,50.75,251.14,0
18,107.26,156.41,6.72,72.15,308.98,1
31,108.54,159.76,5.95,67.67,275.01,1
6,77.76,114.16,5.39,23.14,175.04,0
1,90.65,156.0,7.88,45.92,342.23,1
34,83.46,111.87,3.68,73.51,276.0,0
33,94.38,158.27,7.1,69.53,365.35,1
9,66.59,102.22,3.21,33.94,285.14,0
16,74.1,140.19,2.47,76.09,265.2,0
28,76.07,130.54,1.05,24.34,222.17,0
14,105.59,150.27,7.98,34.74,417.64,1
30,78.49,140.7,4.52,21.38,174.34,0
3,74.23,109.69,3.57,46.89,248.87,0
39,82.53,126.68,6.08,61.88,258.43,0
12,59.34,120.32,4.27,30.3,195.51,0
41,104.39,142.3,7.49,21.85,336.79,1
37,79.91,89.47,1.7,77.47,164.83,0
8,86.68,145.5,5.7,78.03,364.03,1
13,100.25,147.12,6.54,60.04,261.31,1
47,100.94,158.95,6.68,40.94,403.59,1
30,68.31,145.68,1.25,44.98,218.39,0
34,90.4,164.78,8.51,72.46,321.99,1
27,77.77,122.26,2.79,20.01,292.82,0
8,79.89,130.15,1.48,36.95,252.44,0
42,71.8,129.38,6.18,73.96,369.35,1
27,47.26,102.79,4.96,52.6,281.49,0
29,83.14,162.08,6.64,28.89,325.91,1
8,57.62,151.13,1.97,54.41,269.43,0
29,68.78,124.33,3.04,33.14,202.32,0
46,102.59,148.18,5.53,59.35,291.84,1
5,77.01,109.87,6.67,44.28,284.75,0
7,58.97,129.3,0.7,37.4,302.04,0
6,98.49,171.73,6.35,79.02,301.17,1
46,75.64,160.27,5.42,53.94,224.1,0
22,88.69,162.17,4.87,66.25,336.68,1
41,109.97,146.58,4.37,53.64,369.77,1
50,74.93,126.16,5.87,55.83,231.22,0
50,112.3,122.83,7.44,72.44,266.08,1
34,96.68,152.76,3.86,79.53,345.58,1
50,108.33,117.18,7.46,24.68,309.4,1
31,77.04,139.95,4.96,50.33,305.61,1
40,96.59,149.59,7.01,68.02,291.71,1
21,78.95,149.85,3.03,44.28,313.0,0
7,123.21,142.32,9.18,32.04,326.52,1
31,74.8,121.26,4.41,59.8,261.89,0
29,84.5,146.17,2.84,37.51,301.38,0
1,101.63,112.86,5.7,24.35,235.89,0
38,74.54,109.4,3.49,33.16,168.03,0
16,100.4,145.64,5.84,70.44,283.88,1
23,72.71,131.31,4.43,49.57,314.87,0
47,95.03,124.66,3.12,50.26,249.53,0
49,83.0,126.5,3.78,65.8,203.62,0
18,103.4,131.32,4.93,59.67,283.49,1
12,100.2,157.85,7.78,35.95,297.13,1
27,80.93,102.68,1.61,48.94,276.95,0
44,82.16,135.6,2.36,23.24,223.33,0
15,70.52,121.25,2.82,76.78,297.61,0
35,96.14,146.72,7.6,67.29,328.64,1
21,109.25,161.17,2.94,35.96,382.4,1
2,105.64,149.76,5.33,63.77,361.86,1
18,109.08,129.88,8.53,63.62,335.05,1
21,100.98,121.87,8.28,44.25,295.78,1
3,78.4,137.73,3.8,35.76,271.27,0
45,69.4,133.01,3.1,44.48,250.23,0
19,87.14,106.6,2.45,32.47,140.96,0
40,66.95,137.08,5.4,62.21,267.84,0
35,109.24,172.74,7.57,52.9,284.08,1
19,101.97,144.82,3.94,55.94,321.55,1
47,73.45,140.52,5.11,44.77,167.89,0
25,128.1,155.47,8.75,67.17,335.1,1
34,86.24,142.62,7.04,21.22,403.85,1
12,80.3,101.17,4.82,28.85,199.94,0
46,104.88,134.87,8.06,42.27,365.95,1
41,101.78,162.05,9.13,60.34,348.44,1
40,80.64,141.19,3.36,39.23,178.93,0
22,73.44,123.17,1.39,77.94,228.48,0
45,90.74,162.63,6.45,73.93,371.8,1
2,80.37,160.03,6.22,39.49,410.02,1
35,79.49,134.0,2.74,53.04,163.87,0
17,57.66,112.58,3.22,64.16,189.52,0
39,72.23,109.51,2.87,46.08,223.15,0
7,70.93,116.72,4.11,54.22,333.42,0
43,108.22,139.1,9.88,69.77,296.7,1
25,113.66,134.87,5.13,50.36,304.28,1
17,76.09,109.17,2.58,41.79,286.39,0
40,77.29,118.75,2.97,79.18,231.3,0
7,94.63,169.18,6.26,52.82,267.83,1
27,108.45,158.94,5.09,34.61,354.04,1
47,66.95,141.67,4.92,55.76,298.91,0
22,85.06,136.35,7.27,67.8,354.63,1
1,75.97,109.62,2.95,72.29,249.65,0
15,106.83,164.11,5.57,48.3,357.18,1
34,62.18,113.54,3.4,76.85,254.94,0
17,90.02,155.79,7.17,20.79,261.3,1
6,74.14,120.14,5.55,68.4,212.16,0
36,83.13,140.95,5.54,70.31,332.64,1
19,89.47,144.99,3.95,47.2,373.84,1
49,98.23,160.23,7.96,67.02,330.18,1
34,67.42,119.96,2.49,34.53,247.45,0
37,89.55,116.25,3.88,33.27,250.53,0
20,73.32,105.32,3.97,59.92,263.94,0
10,120.25,162.22,8.64,79.87,218.59,1
44,69.22,110.37,3.86,22.95,266.32,0
4,82.61,115.12,2.11,31.32,240.81,0
37,56.42,140.49,3.67,53.24,173.98,0
21,70.77,109.81,5.45,27.26,169.48,0
2,76.6,130.55,2.55,75.39,246.76,0
29,91.21,140.8,3.33,76.63,274.14,0
15,92.62,158.13,7.08,24.05,378.52,1
14,99.6,101.6,7.97,42.19,287.14,1
11,103.22,141.68,7.78,62.52,331.91,1
28,88.64,135.26,6.54,21.97,337.72,1
5,81.88,172.36,8.97,42.64,309.67,1
40,94.78,134.22,7.64,21.5,271.74,1
50,85.47,144.75,7.1,30.16,252.01,1
23,70.98,107.88,3.55,57.49,233.51,0
5,68.6,138.32,4.8,37.01,289.21,0
46,84.12,169.47,6.61,48.78,389.89,1
8,73.65,124.79,2.14,57.64,200.26,0
4,86.79,153.02,8.01,41.62,324.26,1
15,66.06,135.68,3.43,36.64,220.82,0
45,99.9,161.9,5.18,46.48,288.92,1
8,109.48,137.11,5.46,55.02,404.43,1
23,91.01,131.09,7.65,46.66,352.03,1
24,106.75,130.19,6.06,68.59,407.86,1
44,81.2,114.99,4.0,76.92,287.23,0
2,76.79,107.91,2.85,28.19,239.78,0
26,69.02,97.66,5.5,78.25,273.0,0
36,102.06,154.15,6.15,33.95,313.44,1
46,72.14,177.45,6.08,48.8,279.07,1
37,86.37,151.04,6.51,69.39,336.01,1
47,102.38,146.28,10.07,47.97,384.04,1
23,75.54,132.96,1.38,76.76,226.34,0
17,74.17,114.4,2.0,69.97,249.56,0
10,77.53,108.4,4.42,65.04,236.53,0
41,65.06,119.33,4.01,20.02,238.66,0
9,94.6,178.43,7.12,27.63,330.98,1
37,69.74,129.82,2.08,40.05,319.59,0
10,84.56,152.19,5.74,66.86,336.79,1
19,98.96,133.05,8.71,46.95,278.12,1
46,109.2,173.89,5.63,27.79,269.67,1
44,72.25,120.02,4.81,34.68,218.5,0
10,67.51,91.23,2.51,48.56,232.77,0
14,70.04,110.26,2.77,71.71,208.46,0
39,105.79,151.56,5.7,56.04,394.44,1
46,87.25,100.81,3.41,22.36,280.78,0
16,96.56,102.21,5.48,56.3,206.8,0
43,79.44,135.45,2.69,67.7,279.7,0
21,98.45,144.64,4.22,37.73,365.4,1
2,85.37,133.8,1.13,27.6,311.25,0
50,82.46,112.97,3.87,51.93,232.04,0
44,111.5,168.29,5.21,50.47,283.58,1
7,101.59,135.61,5.05,31.59,283.15,1
45,69.19,116.04,3.71,71.76,288.72,0
15,105.29,128.51,4.34,58.0,423.29,1
42,66.98,110.4,2.6,49.25,225.54,0
47,101.74,135.1,7.58,39.82,342.58,1
34,85.49,159.83,4.88,42.45,298.46,1
43,89.36,143.28,7.05,45.93,413.62,1
12,85.31,137.89,2.6,57.07,259.23,0
1,106.24,136.13,6.98,77.51,283.6,1
25,73.39,113.4,2.75,47.33,246.07,0
34,93.79,155.16,6.85,20.79,356.89,1
14,83.55,122.59,0.41,64.9,265.92,0
8,86.49,128.37,3.09,24.02,229.46,0
21,89.47,147.28,5.27,38.9,314.64,1
26,93.07,177.03,5.78,75.14,271.46,1
33,71.4,110.55,4.22,63.72,290.77,0
30,92.64,134.15,6.11,51.98,346.26,1
32,81.49,109.52,4.52,75.11,266.06,0
14,64.49,126.82,3.1,40.24,218.76,0
12,63.79,112.32,3.3,65.5,303.62,0
12,70.61,138.36,5.34,65.97,239.99,0
3,86.38,160.39,5.18,44.15,304.18,1
26,50.15,134.06,4.53,25.36,254.85,0
22,112.34,165.55,4.98,33.88,284.94,1
24,92.5,121.37,5.25,24.41,229.31,0
15,78.17,138.15,2.78,56.76,283.35,0
36,50.97,137.13,3.04,25.62,251.21,0
9,69.9,135.87,3.83,44.91,192.67,0
49,66.8,116.49,2.25,25.68,234.89,0
16,112.29,160.0,6.07,21.12,358.95,1
29,91.03,148.65,7.17,24.9,318.01,1
21,93.78,160.06,7.21,28.74,309.08,1
22,98.34,128.65,4.56,76.65,226.42,0
14,65.19,143.01,3.42,58.36,291.85,0
3,59.75,125.73,1.97,41.82,163.67,0
22,81.76,161.7,6.74,61.61,337.44,1
17,94.58,165.62,8.24,48.3,361.55,1
17,81.18,96.7,3.82,22.84,280.54,0
12,72.87,111.46,2.42,60.62,244.43,0
5,114.29,133.99,7.0,39.8,377.8,1
23,69.29,95.1,4.48,32.41,237.0,0
41,85.44,158.68,7.05,62.03,255.06,1
26,58.67,114.96,5.14,22.82,243.47,0
32,101.73,174.06,6.64,39.47,323.46,1
5,71.39,123.72,4.55,75.26,235.23,0
21,75.03,103.95,5.64,36.15,219.25,0
23,82.78,145.6,6.56,77.02,359.93,1
37,81.42,161.49,3.11,58.57,160.32,0
29,111.64,178.02,5.77,36.08,310.62,1
6,72.48,120.47,3.62,43.01,217.07,0
26,80.88,130.19,0.44,37.0,275.19,0
28,94.74,170.07,4.21,48.09,375.56,1
49,101.84,140.94,5.59,45.64,254.55,1
38,94.58,155.47,4.72,71.42,328.72,1
39,93.56,133.87,7.5,42.73,375.34,1
41,98.26,147.12,7.26,28.22,412.26,1
45,60.87,116.67,2.99,21.85,242.56,0
27,91.36,164.75,7.03,33.45,381.31,1
4,79.83,114.54,4.28,46.32,190.74,0
15,101.48,146.1,8.52,40.48,310.1,1
11,74.13,117.2,5.44,37.89,289.34,0
49,60.84,131.31,1.55,32.02,278.49,0
14,67.1,104.44,2.09,39.21,249.31,0
11,93.12,103.45,3.64,68.11,232.11,0
36,77.32,102.93,4.02,55.09,222.53,0
18,69.93,140.31,3.35,68.74,265.65,0
31,105.26,127.16,8.66,72.31,327.5,1
36,98.48,128.86,6.16,69.95,319.67,1
7,66.22,131.4,4.04,61.24,228.71,0
5,106.61,141.77,5.98,48.75,350.57,1
15,87.67,163.65,7.36,78.36,392.97,1
48,70.51,118.61,2.11,24.71,318.46,0
47,91.88,124.37,5.32,77.67,348.94,1
42,67.33,112.56,2.39,43.65,259.87,0
5,78.08,136.65,3.38,34.48,266.28,0
13,109.65,141.33,8.43,35.32,296.93,1
42,93.46,158.13,4.93,68.8,407.84,1
9,88.11,128.0,3.63,78.01,267.42,0
44,107.75,161.45,7.24,76.06,293.09,1
45,88.76,115.71,1.06,30.73,198.22,0
43,88.79,120.51,4.14,34.02,242.48,0
5,78.59,124.48,4.91,24.08,293.93,0
9,98.94,156.14,5.25,42.21,341.46,1
11,117.93,164.77,6.13,38.8,294.55,1
26,73.21,86.85,1.54,68.19,254.02,0
43,72.69,137.47,8.21,66.4,287.27,1
38,65.74,135.58,4.66,23.98,272.25,0
33,63.53,133.48,2.71,45.73,234.71,0
14,65.36,116.94,3.71,68.2,228.2,0
10,83.89,147.86,5.59,67.53,320.86,1
47,107.38,167.16,8.84,67.19,385.51,1
3,64.63,113.63,1.43,31.01,290.31,0
47,74.81,132.54,1.45,77.25,231.34,0
17,107.25,189.47,6.13,65.47,363.7,1
37,101.73,137.24,5.76,58.49,390.29,1
41,102.11,136.52,6.79,78.55,253.37,1
30,105.45,158.84,6.79,43.6,301.38,1
50,87.1,156.42,3.28,41.55,293.66,1
37,90.68,116.8,3.63,56.85,318.01,0
34,84.0,140.56,3.77,56.24,240.64,0
8,98.31,156.39,7.25,54.71,305.3,1
10,97.11,124.59,5.97,53.94,444.75,1
35,78.55,141.97,3.51,79.93,246.39,0
12,108.21,167.15,6.32,58.32,394.26,1
40,103.15,159.93,6.66,62.34,290.05,1
26,89.69,173.04,7.13,67.89,336.95,1
19,77.78,113.54,2.89,30.49,227.28,0
10,74.86,112.9,3.14,69.07,253.41,0
35,75.93,167.77,5.51,75.39,332.33,1
15,103.27,145.18,5.62,31.91,362.04,1
48,79.81,125.94,4.25,69.55,240.36,0
21,92.53,170.36,6.84,48.13,378.25,1
31,102.22,151.68,5.33,34.43,338.39,1
14,92.61,132.27,7.63,33.56,288.99,1
47,77.77,107.78,2.85,50.24,241.44,0
50,74.66,138.22,3.31,24.47,369.16,0
33,63.92,146.2,3.94,47.1,308.79,0
13,90.21,86.16,2.53,58.03,228.36,0
2,71.45,127.09,1.76,22.27,262.35,0
11,111.32,157.84,7.81,68.94,321.52,1
16,75.81,135.78,0.95,62.67,210.81,0
50,68.85,117.67,5.42,76.02,283.51,0
8,64.65,134.52,2.04,34.4,189.74,0
34,85.73,125.34,2.2,32.49,253.19,0
9,108.55,166.78,5.34,75.63,382.04,1
1,108.86,125.49,6.79,55.47,343.55,1
27,77.06,120.21,3.21,26.98,347.06,0
14,98.42,146.56,6.65,42.13,391.85,1
8,62.54,141.45,1.91,70.55,273.68,0
2,59.2,131.11,2.93,72.04,169.62,0
9,118.06,170.55,5.78,53.54,319.11,1
20,72.28,135.35,3.37,31.94,252.54,0
46,75.83,136.56,3.57,22.65,167.29,0
17,96.19,136.5,7.47,37.09,360.18,1
28,96.39,162.62,7.38,60.22,379.02,1
45,80.79,132.37,2.91,71.7,187.87,0
38,79.81,189.1,6.42,60.93,343.47,1
37,72.37,87.83,4.92,41.49,274.92,0
4,96.22,172.5,7.69,74.38,374.07,1
27,102.16,128.2,5.33,45.27,223.04,0
45,76.5,113.87,3.9,27.08,285.45,0
35,67.18,125.6,1.67,68.26,200.02,0
41,96.33,171.53,6.76,27.95,333.61,1
26,105.55,153.97,6.11,34.04,336.33,1
21,67.95,138.75,4.3,53.47,285.82,0
14,80.24,130.65,3.17,40.19,225.95,0
28,86.01,149.27,2.72,74.07,287.72,0
14,64.66,118.78,6.23,56.4,287.43,0
19,87.75,131.88,4.09,38.89,236.14,0
24,124.26,177.1,4.31,33.76,400.14,1
34,97.31,152.91,5.27,77.5,344.0,1
19,74.59,120.13,4.3,78.78,251.5,0
48,73.43,103.55,3.02,60.64,258.4,0
23,98.63,136.76,7.84,58.57,272.18,1
17,111.41,165.41,7.82,65.58,338.28,1
13,51.97,156.15,2.75,77.83,243.58,0
5,105.46,157.7,8.38,20.59,331.29,1
26,73.35,137.17,4.02,27.21,199.94,0
13,85.05,157.36,6.24,48.29,254.79,1
39,105.96,119.48,8.41,26.47,347.4,1
16,99.86,129.57,5.39,66.63,340.71,1
15,127.89,139.25,5.89,34.32,286.82,1
31,78.48,102.72,3.37,55.96,245.38,0
7,93.61,171.79,6.69,27.13,295.81,1
33,81.53,121.49,-0.43,61.57,238.96,0
47,87.19,145.2,6.32,39.89,322.18,1
24,70.46,141.9,2.48,20.97,229.21,0
47,101.18,158.88,8.93,48.28,456.59,1
33,66.06,106.26,2.63,52.62,347.55,0
9,95.65,170.4,3.99,78.31,416.39,1
2,100.75,170.04,6.84,50.35,367.45,1
43,97.66,167.75,6.29,29.83,306.23,1
11,62.57,101.2,0.55,51.94,179.69,0
12,84.64,172.62,7.6,51.65,288.0,1
8,97.76,127.83,7.33,31.11,396.9,1
16,67.58,102.65,3.1,33.81,263.92,0
18,93.68,142.6,5.27,71.38,302.09,1
46,85.05,99.41,3.16,79.06,317.11,0
9,104.16,115.27,4.75,72.07,295.56,1
36,97.75,178.25,7.52,56.09,397.9,1
27,86.75,156.31,5.07,45.0,304.7,1
30,80.47,128.12,2.49,68.35,286.33,0
8,79.28,90.45,3.26,68.74,381.06,0
27,68.51,129.22,2.93,71.81,196.77,0
36,95.39,142.46,6.32,36.04,364.68,1
27,95.24,150.23,6.28,30.0,428.19,1
46,105.2,151.72,5.52,76.55,370.51,1
42,86.07,134.87,6.91,24.59,405.39,1
34,98.38,152.64,7.05,77.33,282.53,1
16,67.96,97.27,2.53,38.26,180.39,0
20,90.36,133.58,6.96,64.77,314.5,1
7,77.1,128.49,3.61,34.04,172.85,0
31,65.35,107.73,2.44,51.79,193.79,0
44,79.18,142.48,2.83,37.13,277.85,0
6,89.57,143.16,7.56,35.39,337.27,1
29,72.81,115.6,2.99,45.89,300.01,0
3,63.37,129.15,3.98,51.72,247.38,0
19,104.85,128.47,6.55,78.15,311.62,1
35,87.34,134.11,5.27,52.8,221.93,0
46,68.99,131.39,3.63,72.7,264.89,0
44,103.97,141.77,8.46,74.85,262.36,1
15,70.24,107.8,2.34,63.63,229.31,0
23,88.97,116.9,3.25,27.63,237.99,0
46,65.09,94.47,2.29,44.66,272.89,0
46,103.4,127.59,7.5,38.86,220.63,1
35,97.04,160.99,6.59,36.33,365.2,1
7,99.15,160.19,4.45,62.86,390.83,1
25,75.23,123.95,3.84,26.83,316.88,0
19,61.72,108.15,3.84,27.74,217.54,0
16,92.81,106.25,3.54,60.38,281.98,0
28,94.47,117.33,2.42,51.1,224.37,0
16,95.54,159.46,8.22,34.3,315.43,1
8,79.94,121.84,4.27,76.75,329.89,0
11,99.3,149.9,7.1,30.63,328.79,1
18,83.44,128.58,5.54,52.45,328.96,1
15,83.73,104.98,2.32,49.53,215.01,0
34,84.44,159.6,5.07,51.58,239.13,1
6,98.75,185.47,5.71,72.99,394.1,1
3,84.21,89.62,2.5,28.38,222.43,0
9,80.02,93.79,4.93,72.48,221.39,0
36,94.6,133.21,8.71,69.95,394.06,1
28,99.08,154.05,7.74,76.06,327.07,1
48,62.46,100.73,4.35,72.95,154.3,0
33,95.42,137.0,5.68,36.19,290.41,1
35,93.89,171.85,6.98,52.77,303.18,1
19,95.11,128.56,8.86,52.37,355.17,1
36,86.09,143.08,7.31,66.79,409.43,1
12,78.91,114.92,5.04,69.93,240.67,0
21,102.75,128.87,9.21,39.92,316.53,1
34,105.35,134.6,8.31,63.98,367.83,1
35,54.05,117.23,3.15,56.1,194.73,0
5,104.3,128.92,8.58,63.19,339.49,1
43,84.81,97.38,6.31,44.63,224.53,0
47,96.43,126.53,5.42,38.14,292.61,1
9,84.12,105.33,4.03,27.19,260.53,0
11,104.04,157.94,4.39,66.82,354.39,1
18,96.74,174.36,6.54,46.57,386.69,1
12,109.27,129.08,6.75,45.76,269.83,1
22,58.83,131.9,1.11,60.98,237.2,0
19,110.68,157.4,8.02,62.91,335.11,1
11,75.74,120.47,3.51,70.22,266.05,0
34,93.97,150.12,3.59,47.18,321.9,1
23,83.73,100.54,6.15,39.04,226.49,0
45,70.45,121.71,4.75,29.51,260.12,0
11,68.31,125.25,3.1,79.8,287.7,0
9,78.24,119.31,3.89,20.43,279.21,0
16,93.06,134.62,8.27,21.35,282.0,1
36,86.08,125.01,3.39,41.73,207.44,0
5,112.8,154.16,7.24,64.13,367.14,1
44,108.89,173.64,4.88,39.03,382.72,1
2,66.74,120.6,5.19,76.01,257.02,0
12,110.81,156.4,6.89,41.7,412.76,1
25,73.0,115.31,3.74,50.47,243.77,0
49,93.95,180.58,7.8,41.3,268.05,1
8,106.77,161.77,7.4,27.21,396.66,1
18,72.94,134.85,4.12,62.3,228.03,0
32,73.21,135.97,6.37,20.22,268.66,0
36,60.93,102.92,5.34,48.98,245.31,0
48,94.18,173.18,8.66,26.93,288.33,1
35,85.54,107.5,3.54,57.06,210.91,0
21,73.46,95.17,4.37,38.31,318.36,0
24,89.71,175.67,8.37,38.68,322.06,1
6,89.74,99.17,3.09,53.68,219.17,0
47,62.34,111.09,3.18,27.79,212.6,0
46,105.8,153.01,6.69,69.69,330.42,1
23,76.2,107.74,2.58,43.69,294.73,0
24,76.21,121.64,3.59,73.65,282.84,0
36,102.86,147.18,6.39,50.25,341.37,1
27,100.1,125.1,7.26,68.78,302.43,1
27,85.7,143.03,4.73,25.6,402.52,1
45,111.01,161.3,5.84,50.11,347.82,1
33,66.14,120.8,4.94,25.15,205.94,0
7,65.49,137.2,5.31,78.51,272.05,0
50,98.45,135.73,5.86,35.54,370.74,1
17,85.38,130.16,6.82,50.01,269.21,0
12,77.71,115.8,2.72,62.86,209.69,0
14,97.58,116.58,7.18,55.78,330.2,1
24,79.64,132.09,2.43,27.86,296.02,0
23,70.49,127.58,4.85,73.27,240.28,0
1,74.71,124.27,3.7,74.5,243.7,0
